,Unnamed: 0,sentences,tagged,Parse_String
99,99," Stres atau penyalah-gunaan zat ? ? ? Akan tetapi , bentuk umum pelaksanaannya masih tetap ada , seperti thawaf , sa 'i , wukuf , dan melontar jumrah .","[('Stres', 'NNP'), ('atau', 'CC'), ('penyalah-gunaan', 'NN'), ('zat', 'NN'), ('?', 'Z'), ('?', 'Z'), ('?', 'Z'), ('Akan', 'MD'), ('tetapi', 'CC'), (',', 'Z'), ('bentuk', 'NN'), ('umum', 'JJ'), ('pelaksanaannya', 'NN'), ('masih', 'MD'), ('tetap', 'RB'), ('ada', 'VB'), (',', 'Z'), ('seperti', 'IN'), ('thawaf', 'NN'), (',', 'Z'), ('sa', 'NN'), (""'i"", 'NN'), (',', 'Z'), ('wukuf', 'NN'), (',', 'Z'), ('dan', 'CC'), ('melontar', 'VB'), ('jumrah', 'NN'), ('.', 'Z')]","(ROOT (S (NP (NNP Stres) (NML (CC atau) (NML (NN penyalah-gunaan) (NN zat)) (Z ?) (NML (Z ?))) (Z ?)) (VP (MD Akan) (PRN (FRAG (NP (NML (NML (CC tetapi) (Z ,) (NN bentuk)) (SBAR (S (NP (JJ umum) (NN pelaksanaannya)) (VP (MD masih) (ADVP (RB tetap)) (VP (VB ada) (NP (Z ,)) (PP (IN seperti) (NP (NN thawaf) (Z ,) (NN sa)))))))) (NN 'i)) (Z ,) (NP (NN wukuf) (NML (Z ,) (CC dan))))) (VP (VB melontar) (NP (NN jumrah)))) (Z .)))"
100,100, Pesawat pengintai Amerika Serikat menemukan armada Jepang sedang mendekat dan memperingatkan markas komando Sekutu .,"[('Pesawat', 'NN'), ('pengintai', 'NN'), ('Amerika', 'NNP'), ('Serikat', 'NNP'), ('menemukan', 'VB'), ('armada', 'NN'), ('Jepang', 'NNP'), ('sedang', 'MD'), ('mendekat', 'VB'), ('dan', 'CC'), ('memperingatkan', 'VB'), ('markas', 'NN'), ('komando', 'NN'), ('Sekutu', 'NNP'), ('.', 'Z')]",(ROOT (SQ (NP (NN Pesawat) (NN pengintai) (NNP Amerika) (NNP Serikat)) (VP (VB menemukan) (NP (NP (NN armada)) (SBAR (S (NP (NNP Jepang)) (VP (MD sedang) (VP (VB mendekat) (S (VP (CC dan) (VP (VB memperingatkan) (NP (NN markas) (NN komando)) (S (NP (NNP Sekutu)))))))))))) (Z .)))
101,101," Nama latin Paris adalah Lutetia (  ) , atau Lutetia Parisiorum , ( Bahasa Perancis: LutÃ¨ce (  ) ) , yang kemudian dipotong menjadi hanya Paris .","[('Nama', 'NN'), ('latin', 'NN'), ('Paris', 'NNP'), ('adalah', 'VB'), ('Lutetia', 'NNP'), ('(', 'Z'), (')', 'Z'), (',', 'Z'), ('atau', 'CC'), ('Lutetia', 'NNP'), ('Parisiorum', 'NNP'), (',', 'Z'), ('(', 'Z'), ('Bahasa', 'NNP'), ('Perancis:', 'NNP'), ('LutÃ¨ce', 'NNP'), ('(', 'Z'), (')', 'Z'), (')', 'Z'), (',', 'Z'), ('yang', 'SC'), ('kemudian', 'CC'), ('dipotong', 'VB'), ('menjadi', 'VB'), ('hanya', 'RB'), ('Paris', 'NNP'), ('.', 'Z')]","(ROOT (FRAG (NP (NN Nama) (NN latin) (NNP Paris)) (S (VP (VB adalah) (S (NP (NP (NNP Lutetia) (Z -LRB-)) (PP (Z -RRB-) (NP (NP (NML (Z ,) (CC atau) (NNP Lutetia)) (NNP Parisiorum) (Z ,)) (Z -LRB-) (NP (NP (NNP Bahasa) (NNP Perancis:) (NNP LutÃ¨ce) (Z -LRB-)) (Z -RRB-)) (NML (Z -RRB-) (Z ,) (SC yang) (CC kemudian))))) (VP (VB dipotong) (S (VP (VB menjadi) (ADVP (RB hanya)))))))) (NP (NNP Paris)) (Z .)))"
102,102, Pemberontakan Raden Haji Alit Prawatasari Raden Haji Alit Prawatasari adalah seorang ulama dari Jampang yang juga merupakan keturunan Sancang Kuning dari Singacala ( Panjalu ) .,"[('Pemberontakan', 'NN'), ('Raden', 'NNP'), ('Haji', 'NN'), ('Alit', 'NNP'), ('Prawatasari', 'NNP'), ('Raden', 'NNP'), ('Haji', 'NN'), ('Alit', 'NNP'), ('Prawatasari', 'NNP'), ('adalah', 'VB'), ('seorang', 'NND'), ('ulama', 'NN'), ('dari', 'IN'), ('Jampang', 'NNP'), ('yang', 'SC'), ('juga', 'RB'), ('merupakan', 'VB'), ('keturunan', 'NN'), ('Sancang', 'NNP'), ('Kuning', 'NNP'), ('dari', 'IN'), ('Singacala', 'NNP'), ('(', 'Z'), ('Panjalu', 'NNP'), (')', 'Z'), ('.', 'Z')]",(ROOT (S (NP (NML (NN Pemberontakan) (NNP Raden) (NN Haji)) (NNP Alit) (NNP Prawatasari) (NML (NNP Raden) (NN Haji)) (NNP Alit) (NNP Prawatasari)) (VP (VB adalah) (NP (NND seorang) (NN ulama)) (SBAR (IN dari) (S (NP (NNP Jampang)) (VP (SC yang) (ADVP (RB juga)) (VP (VB merupakan) (NP (NP (NN keturunan) (NNP Sancang) (NNP Kuning)) (PP (IN dari) (NP (NNP Singacala) (Z -LRB-) (NNP Panjalu) (Z -RRB-))))))))) (Z .)))
103,103," Untuk lagu karangan Ismail Marzuki , silakan lihat Bandaneira ( lagu ) Banda Neira atau Banda Naira adalah salah satu pulau di Kepulauan Banda , dan merupakan pusat administratif Kecamatan Banda , Kabupaten Maluku Tengah , Maluku , Indonesia .","[('Untuk', 'SC'), ('lagu', 'VB'), ('karangan', 'NN'), ('Ismail', 'NNP'), ('Marzuki', 'NNP'), (',', 'Z'), ('silakan', 'NN'), ('lihat', 'VB'), ('Bandaneira', 'NNP'), ('(', 'Z'), ('lagu', 'NN'), (')', 'Z'), ('Banda', 'NNP'), ('Neira', 'NNP'), ('atau', 'CC'), ('Banda', 'NNP'), ('Naira', 'NNP'), ('adalah', 'VB'), ('salah', 'CD'), ('satu', 'CD'), ('pulau', 'NN'), ('di', 'IN'), ('Kepulauan', 'NNP'), ('Banda', 'NNP'), (',', 'Z'), ('dan', 'CC'), ('merupakan', 'VB'), ('pusat', 'NN'), ('administratif', 'JJ'), ('Kecamatan', 'NNP'), ('Banda', 'NNP'), (',', 'Z'), ('Kabupaten', 'NNP'), ('Maluku', 'NNP'), ('Tengah', 'NNP'), (',', 'Z'), ('Maluku', 'NNP'), (',', 'Z'), ('Indonesia', 'NNP'), ('.', 'Z')]","(ROOT (FRAG (S (INTJ (SC Untuk)) (VP (VB lagu) (S (NP (NP (NN karangan) (NNP Ismail) (NNP Marzuki) (Z ,)) (NN silakan)) (VP (VB lihat) (S (NP (NML (NML (NNP Bandaneira) (Z -LRB-)) (NN lagu)) (Z -RRB-) (NNP Banda) (NML (NNP Neira) (CC atau) (NNP Banda)) (NNP Naira)) (VP (VB adalah) (S (NP (NP (QP (CD salah) (CD satu)) (NN pulau)) (PP (IN di) (NP (NNP Kepulauan) (NNP Banda) (NML (Z ,) (CC dan))))) (VP (VB merupakan) (NP (NN pusat)) (S (ADJP (JJ administratif))))))))))) (FRAG (NP (NNP Kecamatan) (NNP Banda)) (Z ,) (NP (NNP Kabupaten) (NNP Maluku) (NNP Tengah)) (Z ,) (NP (NNP Maluku) (Z ,) (NNP Indonesia))) (Z .)))"
104,104," Setelah tujuh tahun bertapa , daya linuwih pada Sayid Anwar terolah hebat sehingga bisa menghilang ( kasat mata ) .","[('Setelah', 'SC'), ('tujuh', 'CD'), ('tahun', 'NN'), ('bertapa', 'VB'), (',', 'Z'), ('daya', 'NN'), ('linuwih', 'NN'), ('pada', 'IN'), ('Sayid', 'NNP'), ('Anwar', 'NNP'), ('terolah', 'VB'), ('hebat', 'NN'), ('sehingga', 'SC'), ('bisa', 'MD'), ('menghilang', 'VB'), ('(', 'Z'), ('kasat', 'NN'), ('mata', 'NN'), (')', 'Z'), ('.', 'Z')]","(ROOT (SINV (SC Setelah) (NP (CD tujuh) (NN tahun)) (VP (VB bertapa) (NP (Z ,) (NN daya) (NN linuwih)) (SBAR (IN pada) (S (NP (NNP Sayid) (NNP Anwar)) (VP (VB terolah) (S (NP (NN hebat) (SC sehingga)) (VP (MD bisa) (VP (VB menghilang) (NP (Z -LRB-) (NN kasat) (NN mata))))))))) (Z -RRB-) (Z .)))"
105,105, Saat ini telah dibangun jalur jalan sawah untuk mempermudah dalam pendistribusian padi di dusun Bangsalan oleh PNPM Mandiri .,"[('Saat', 'NN'), ('ini', 'PR'), ('telah', 'MD'), ('dibangun', 'VB'), ('jalur', 'NN'), ('jalan', 'NN'), ('sawah', 'NN'), ('untuk', 'SC'), ('mempermudah', 'VB'), ('dalam', 'IN'), ('pendistribusian', 'NN'), ('padi', 'NN'), ('di', 'IN'), ('dusun', 'NN'), ('Bangsalan', 'NN'), ('oleh', 'IN'), ('PNPM', 'NN'), ('Mandiri', 'NNP'), ('.', 'Z')]",(ROOT (S (NP (NN Saat) (PR ini)) (VP (MD telah) (VP (VB dibangun) (NP (NN jalur) (NN jalan) (NN sawah)) (S (VP (SC untuk) (VP (VB mempermudah) (PP (IN dalam) (NP (NN pendistribusian) (NN padi))) (PP (IN di) (NP (NN dusun) (NN Bangsalan))) (SBAR (IN oleh) (FRAG (NP (NN PNPM) (NNP Mandiri))))))))) (Z .)))
106,106, Hibruannya berupa AVOD ( Audio Video on Demand ) pribadi pada pesawat Project XM atau layar utama pada pesawat non - Project XM .,"[('Hibruannya', 'NN'), ('berupa', 'VB'), ('AVOD', 'NNP'), ('(', 'Z'), ('Audio', 'NNP'), ('Video', 'NN'), ('on', 'FW'), ('Demand', 'NNP'), (')', 'Z'), ('pribadi', 'NN'), ('pada', 'IN'), ('pesawat', 'NN'), ('Project', 'NNP'), ('XM', 'NNP'), ('atau', 'CC'), ('layar', 'NN'), ('utama', 'JJ'), ('pada', 'IN'), ('pesawat', 'NN'), ('non', 'RB'), ('-', 'Z'), ('Project', 'NNP'), ('XM', 'NNP'), ('.', 'Z')]",(ROOT (S (NP (NN Hibruannya)) (VP (VB berupa) (S (NP (NP (NML (NNP AVOD) (Z -LRB-) (NNP Audio)) (NN Video)) (PP (FW on) (NP (NP (NP (NNP Demand) (Z -RRB-)) (NN pribadi)) (PP (IN pada) (NP (NN pesawat) (NML (NML (NNP Project) (NNP XM)) (CC atau) (NML (NN layar)))))))) (ADJP (JJ utama)) (PP (IN pada) (NP (NN pesawat)))) (PP (ADVP (RB non)) (Z -) (NP (NNP Project) (NNP XM)))) (Z .)))
107,107, Musik disediakan oleh radio satelit XM .,"[('Musik', 'NNP'), ('disediakan', 'VB'), ('oleh', 'IN'), ('radio', 'NN'), ('satelit', 'NN'), ('XM', 'NN'), ('.', 'Z')]",(ROOT (S (NP (NNP Musik)) (VP (VB disediakan) (SBAR (IN oleh) (S (NP (NML (NN radio) (NN satelit)) (NN XM)) (VP (Z .)))))))
108,108," Huruf pada tiket pesawat merujuk pada kelas yang diperlihatkan di situs webnya , bocoran yang diberikan pada sertifikat pembaruan Aeroplan 2007 seperti ini: Tango ( R , K , N , G , P , E , T ) , Tango Plus ( B , H , V , Q , L , A ) , Latitude ( M , U ) , Latitude Plus ( Y ) dan Executive ( J , C , Z ) .","[('Huruf', 'NNP'), ('pada', 'IN'), ('tiket', 'NN'), ('pesawat', 'NN'), ('merujuk', 'VB'), ('pada', 'IN'), ('kelas', 'NN'), ('yang', 'SC'), ('diperlihatkan', 'VB'), ('di', 'IN'), ('situs', 'NN'), ('webnya', 'NN'), (',', 'Z'), ('bocoran', 'NN'), ('yang', 'SC'), ('diberikan', 'VB'), ('pada', 'IN'), ('sertifikat', 'NN'), ('pembaruan', 'NN'), ('Aeroplan', 'NNP'), ('2007', 'CD'), ('seperti', 'IN'), ('ini:', 'NNP'), ('Tango', 'NNP'), ('(', 'Z'), ('R', 'NNP'), (',', 'Z'), ('K', 'NNP'), (',', 'Z'), ('N', 'NNP'), (',', 'Z'), ('G', 'NNP'), (',', 'Z'), ('P', 'NNP'), (',', 'Z'), ('E', 'NNP'), (',', 'Z'), ('T', 'NNP'), (')', 'Z'), (',', 'Z'), ('Tango', 'NNP'), ('Plus', 'NN'), ('(', 'Z'), ('B', 'NNP'), (',', 'Z'), ('H', 'NNP'), (',', 'Z'), ('V', 'NNP'), (',', 'Z'), ('Q', 'NNP'), (',', 'Z'), ('L', 'NNP'), (',', 'Z'), ('A', 'NNP'), (')', 'Z'), (',', 'Z'), ('Latitude', 'NNP'), ('(', 'Z'), ('M', 'NNP'), (',', 'Z'), ('U', 'NNP'), (')', 'Z'), (',', 'Z'), ('Latitude', 'NNP'), ('Plus', 'NN'), ('(', 'Z'), ('Y', 'NN'), (')', 'Z'), ('dan', 'CC'), ('Executive', 'NNP'), ('(', 'Z'), ('J', 'NNP'), (',', 'Z'), ('C', 'NNP'), (',', 'Z'), ('Z', 'NNP'), (')', 'Z'), ('.', 'Z')]","(ROOT (S (NP (NP (NNP Huruf)) (PP (IN pada) (NP (NN tiket) (NN pesawat)))) (VP (VB merujuk) (SBAR (IN pada) (S (NP (NN kelas)) (VP (SC yang) (VP (VB diperlihatkan) (SBAR (IN di) (S (NP (NP (NN situs) (NN webnya)) (PP (Z ,) (NP (NN bocoran)))) (VP (SC yang) (VP (VB diberikan) (PP (PP (IN pada) (NP (NML (NN sertifikat) (NN pembaruan)) (NNP Aeroplan) (CD 2007))) (PP (IN seperti) (NP (NNP ini:) (NNP Tango))) (NML (Z -LRB-) (NNP R) (Z ,) (NNP K) (Z ,) (NNP N) (Z ,) (NNP G) (Z ,) (NNP P) (Z ,) (NNP E) (Z ,) (NNP T)) (PRN (Z -RRB-) (FRAG (NP (Z ,) (NNP Tango)) (NP (NML (NN Plus) (Z -LRB-) (NNP B) (Z ,) (NNP H) (Z ,) (NNP V) (Z ,) (NNP Q) (Z ,) (NNP L) (Z ,) (NNP A) (Z -RRB-) (Z ,) (NNP Latitude)) (Z -LRB-) (NNP M))) (Z ,) (FRAG (NP (NNP U) (Z -RRB-) (Z ,) (NNP Latitude)) (NP (NML (NML (NN Plus) (Z -LRB-) (NN Y)) (Z -RRB-) (CC dan) (NNP Executive) (Z -LRB-) (NNP J) (Z ,) (NNP C)) (Z ,) (NNP Z))) (Z -RRB-)))))))))))) (Z .)))"
109,109," Hal itu disebabkan Lord Ashley , yang merupakan sahabat Locke , adalah salah satu pemimpin kaum yang anti terhadap pemerintahan Raja Charles II .","[('Hal', 'NN'), ('itu', 'PR'), ('disebabkan', 'VB'), ('Lord', 'NNP'), ('Ashley', 'NNP'), (',', 'Z'), ('yang', 'SC'), ('merupakan', 'VB'), ('sahabat', 'NN'), ('Locke', 'NNP'), (',', 'Z'), ('adalah', 'VB'), ('salah', 'CD'), ('satu', 'CD'), ('pemimpin', 'NN'), ('kaum', 'NN'), ('yang', 'SC'), ('anti', 'JJ'), ('terhadap', 'IN'), ('pemerintahan', 'NN'), ('Raja', 'NNP'), ('Charles', 'NNP'), ('II', 'NNP'), ('.', 'Z')]","(ROOT (S (NP (NN Hal)) (VP (PR itu) (VP (VB disebabkan) (S (NP (NNP Lord) (NNP Ashley) (Z ,) (SC yang)) (VP (VP (VB merupakan) (NP (NN sahabat) (NNP Locke))) (Z ,) (VP (VB adalah) (NP (QP (CD salah) (CD satu)) (NN pemimpin) (NN kaum))) (SC yang) (S (ADJP (JJ anti)) (PP (IN terhadap) (NP (NN pemerintahan) (NNP Raja) (NNP Charles) (NNP II)))))))) (Z .)))"
110,110," Raja Charles II melihat Lord Ashley sebagai musuhnya yang amat berbahaya dan ingin membunuhnya , namun beberapa kali usahanya gagal .","[('Raja', 'NNP'), ('Charles', 'NNP'), ('II', 'NNP'), ('melihat', 'VB'), ('Lord', 'NNP'), ('Ashley', 'NNP'), ('sebagai', 'IN'), ('musuhnya', 'NN'), ('yang', 'SC'), ('amat', 'JJ'), ('berbahaya', 'VB'), ('dan', 'CC'), ('ingin', 'RB'), ('membunuhnya', 'VB'), (',', 'Z'), ('namun', 'CC'), ('beberapa', 'CD'), ('kali', 'NND'), ('usahanya', 'NN'), ('gagal', 'JJ'), ('.', 'Z')]","(ROOT (S (NP (NNP Raja) (NNP Charles) (NNP II)) (VP (VB melihat) (NP (NNP Lord) (NNP Ashley)) (SBAR (IN sebagai) (S (NP (NN musuhnya)) (VP (SC yang) (ADJP (JJ amat)) (S (VP (VB berbahaya) (NP (NML (CC dan) (NML (ADJP (RB ingin) (VB membunuhnya)) (Z ,)) (CC namun) (NML (CD beberapa) (NND kali) (NN usahanya))) (JJ gagal) (Z .))))))))))"
111,111," Mayumi Thyme adalah karakter pendukung dalam Shuffle! , dan salah satu tokoh utama dalam Really ? Kemungkinan luas lapisan es tersebut menyusut akibat perubahan iklim lokal .","[('Mayumi', 'NNP'), ('Thyme', 'NNP'), ('adalah', 'VB'), ('karakter', 'NN'), ('pendukung', 'NN'), ('dalam', 'IN'), ('Shuffle!', 'NNP'), (',', 'Z'), ('dan', 'CC'), ('salah', 'CD'), ('satu', 'CD'), ('tokoh', 'NN'), ('utama', 'JJ'), ('dalam', 'IN'), ('Really', 'NNP'), ('?', 'Z'), ('Kemungkinan', 'NN'), ('luas', 'JJ'), ('lapisan', 'NN'), ('es', 'X'), ('tersebut', 'PR'), ('menyusut', 'VB'), ('akibat', 'NN'), ('perubahan', 'NN'), ('iklim', 'NN'), ('lokal', 'JJ'), ('.', 'Z')]","(ROOT (S (NP (NNP Mayumi) (NNP Thyme)) (VP (VB adalah) (NP (NN karakter) (NN pendukung)) (SBAR (IN dalam) (S (NP (NML (NML (NNP Shuffle!) (Z ,)) (CC dan) (NML (ADJP (NP (NP (QP (CD salah) (CD satu)) (NN tokoh)) (ADJP (JJ utama) (PP (IN dalam) (NP (NP (NNP Really) (Z ?)) (NN Kemungkinan))))) (JJ luas)) (NN lapisan))) (X es)) (VP (PR tersebut) (VP (VB menyusut) (S (NP (NN akibat) (NN perubahan) (NN iklim)) (ADJP (JJ lokal)))))))) (Z .)))"
112,112, Para Ksatria Ordo Bait Allah secara khusus dituduh menyembah semacam potongan kepala; sebuah tuduhan yang hanya dijatuhkan terhadap para Ksatria Ordo Bait Allah .,"[('Para', 'DT'), ('Ksatria', 'NNP'), ('Ordo', 'NNP'), ('Bait', 'NNP'), ('Allah', 'NNP'), ('secara', 'IN'), ('khusus', 'JJ'), ('dituduh', 'VB'), ('menyembah', 'VB'), ('semacam', 'IN'), ('potongan', 'NN'), ('kepala;', 'NN'), ('sebuah', 'NND'), ('tuduhan', 'NN'), ('yang', 'SC'), ('hanya', 'RB'), ('dijatuhkan', 'VB'), ('terhadap', 'IN'), ('para', 'DT'), ('Ksatria', 'NN'), ('Ordo', 'NNP'), ('Bait', 'NNP'), ('Allah', 'NNP'), ('.', 'Z')]",(ROOT (S (NP (DT Para) (NNP Ksatria) (NNP Ordo) (NNP Bait) (NNP Allah)) (PP (IN secara) (ADJP (JJ khusus))) (S (VP (VB dituduh) (VB menyembah))) (PP (IN semacam) (NP (NN potongan) (NN kepala;))) (NP (NND sebuah) (NN tuduhan)) (VP (SC yang) (ADVP (RB hanya)) (VP (VB dijatuhkan) (PP (IN terhadap) (NP (NP (DT para) (NN Ksatria)) (NP (NNP Ordo) (NNP Bait) (NNP Allah)))))) (Z .)))
113,113," Johanna Masdani ( lahir 29 November 1910 di Amurang , Sulawesi Utara , meninggal 13 Mei 2006 di Jakarta ) , adalah seorang pahlawan perintis kemerdekaan Indonesia .","[('Johanna', 'NNP'), ('Masdani', 'NNP'), ('(', 'Z'), ('lahir', 'VB'), ('29', 'CD'), ('November', 'NNP'), ('1910', 'NNP'), ('di', 'IN'), ('Amurang', 'NNP'), (',', 'Z'), ('Sulawesi', 'NNP'), ('Utara', 'NNP'), (',', 'Z'), ('meninggal', 'VB'), ('13', 'CD'), ('Mei', 'NNP'), ('2006', 'CD'), ('di', 'IN'), ('Jakarta', 'NNP'), (')', 'Z'), (',', 'Z'), ('adalah', 'VB'), ('seorang', 'NND'), ('pahlawan', 'NN'), ('perintis', 'NN'), ('kemerdekaan', 'NN'), ('Indonesia', 'NNP'), ('.', 'Z')]","(ROOT (S (NP (NNP Johanna) (NNP Masdani)) (VP (Z -LRB-) (VP (VB lahir) (NP (CD 29) (NNP November) (NNP 1910)) (SBAR (IN di) (S (NP (NNP Amurang) (Z ,) (NNP Sulawesi) (NNP Utara)) (VP (Z ,) (VP (VB meninggal) (NP (NP (CD 13) (NNP Mei) (CD 2006)) (SBAR (IN di) (S (NP (NNP Jakarta) (Z -RRB-)) (VP (Z ,) (VP (VB adalah) (PP (NND seorang) (NP (NN pahlawan) (NN perintis) (NN kemerdekaan) (NNP Indonesia)))))))))))))) (Z .)))"
114,114," Setiap anggota diasosiasikan dengan satu warna yaitu merah , merah muda , biru , hijau , kuning , dan lain .","[('Setiap', 'CD'), ('anggota', 'NN'), ('diasosiasikan', 'VB'), ('dengan', 'IN'), ('satu', 'CD'), ('warna', 'NN'), ('yaitu', 'SC'), ('merah', 'JJ'), (',', 'Z'), ('merah', 'JJ'), ('muda', 'JJ'), (',', 'Z'), ('biru', 'NN'), (',', 'Z'), ('hijau', 'NN'), (',', 'Z'), ('kuning', 'NN'), (',', 'Z'), ('dan', 'CC'), ('lain', 'JJ'), ('.', 'Z')]","(ROOT (S (NP (CD Setiap) (NN anggota)) (VP (VB diasosiasikan) (PP (IN dengan) (NP (NP (CD satu) (NN warna)) (PP (SC yaitu) (NP (ADJP (JJ merah) (Z ,) (JJ merah)) (JJ muda) (NML (NML (Z ,) (NN biru)) (Z ,) (NML (NN hijau) (Z ,) (NN kuning)) (Z ,) (NML (CC dan) (JJ lain) (Z .))))))))))"
115,115," Untuk ukuran kota kabupaten di luar Pulau Jawa , keberadaan Bandara Iskandar cukup memadai .","[('Untuk', 'SC'), ('ukuran', 'NN'), ('kota', 'NN'), ('kabupaten', 'NN'), ('di', 'IN'), ('luar', 'NN'), ('Pulau', 'NNP'), ('Jawa', 'NNP'), (',', 'Z'), ('keberadaan', 'NN'), ('Bandara', 'NNP'), ('Iskandar', 'NNP'), ('cukup', 'RB'), ('memadai', 'VB'), ('.', 'Z')]","(ROOT (S (NP (NP (SC Untuk) (NN ukuran) (NN kota) (NN kabupaten)) (PP (IN di) (NP (NP (NN luar) (NNP Pulau) (NNP Jawa)) (PP (Z ,) (NP (NN keberadaan) (NNP Bandara) (NNP Iskandar)))))) (ADVP (RB cukup)) (VP (VB memadai)) (Z .)))"
116,116," Pertunjukan ini menjadi kesenian yang disebut ""Sarugaku no Noh"" .","[('Pertunjukan', 'NN'), ('ini', 'PR'), ('menjadi', 'VB'), ('kesenian', 'NN'), ('yang', 'SC'), ('disebut', 'VB'), ('""Sarugaku', 'NN'), ('no', 'NN'), ('Noh""', 'NNP'), ('.', 'Z')]","(ROOT (S (NP (NN Pertunjukan)) (VP (PR ini) (VP (VB menjadi) (NP (NN kesenian)) (S (VP (SC yang) (VP (VB disebut) (NP (NML (NN ""Sarugaku) (NN no)) (NNP Noh""))))))) (Z .)))"
117,117," Dua gambar di dinding keempat , yang diselesaikan oleh para pekerjanya , dan di lunette ( langit - langit yang melengkung ) di atasnya , menceritakan tentang Kebajikan Utama , dilukis pada tahun 1511 .","[('Dua', 'CD'), ('gambar', 'NN'), ('di', 'IN'), ('dinding', 'NN'), ('keempat', 'CD'), (',', 'Z'), ('yang', 'SC'), ('diselesaikan', 'VB'), ('oleh', 'IN'), ('para', 'DT'), ('pekerjanya', 'NN'), (',', 'Z'), ('dan', 'CC'), ('di', 'IN'), ('lunette', 'NN'), ('(', 'Z'), ('langit', 'NN'), ('-', 'Z'), ('langit', 'NN'), ('yang', 'SC'), ('melengkung', 'VB'), (')', 'Z'), ('di', 'IN'), ('atasnya', 'NN'), (',', 'Z'), ('menceritakan', 'VB'), ('tentang', 'IN'), ('Kebajikan', 'NNP'), ('Utama', 'NNP'), (',', 'Z'), ('dilukis', 'VB'), ('pada', 'IN'), ('tahun', 'NN'), ('1511', 'NNP'), ('.', 'Z')]","(ROOT (S (NP (NP (CD Dua) (NN gambar)) (PP (IN di) (NP (NN dinding) (CD keempat)))) (VP (Z ,) (SC yang) (VP (VB diselesaikan) (SBAR (IN oleh) (S (NP (NP (DT para) (NML (NN pekerjanya) (Z ,) (CC dan))) (PP (IN di) (NP (NN lunette) (Z -LRB-) (NN langit) (Z -) (NN langit)))) (VP (SC yang) (VP (VB melengkung) (NP (Z -RRB-)) (SBAR (IN di) (S (NP (NN atasnya)) (VP (Z ,) (VP (VB menceritakan) (SBAR (IN tentang) (S (NP (NNP Kebajikan) (NNP Utama)) (VP (Z ,) (VP (VB dilukis) (PP (IN pada) (NP (NN tahun) (NNP 1511))))))))))))))))) (Z .)))"
118,118," Sakit kerongkongan , demam tinggi dan muntah , diikuti dengan ruam dalam waktu 12 sampai 36 jam .","[('Sakit', 'NNP'), ('kerongkongan', 'NN'), (',', 'Z'), ('demam', 'NN'), ('tinggi', 'JJ'), ('dan', 'CC'), ('muntah', 'JJ'), (',', 'Z'), ('diikuti', 'VB'), ('dengan', 'IN'), ('ruam', 'NN'), ('dalam', 'IN'), ('waktu', 'NN'), ('12', 'CD'), ('sampai', 'IN'), ('36', 'CD'), ('jam', 'NN'), ('.', 'Z')]","(ROOT (S (NP (NNP Sakit) (NN kerongkongan) (NML (NML (NML (Z ,) (NN demam)) (ADJP (JJ tinggi))) (CC dan) (NML (ADJP (JJ muntah)) (Z ,)))) (VP (VB diikuti) (PP (IN dengan) (NP (NP (NN ruam)) (PP (IN dalam) (NP (NN waktu) (CD 12))))) (PP (IN sampai) (NP (CD 36) (NN jam)))) (Z .)))"
119,119," Setelah kejatuhan Ambon ke tangan Ternate dalam perang Ternate â Portugis yang pertama , Portugis terpaksa memohon damai kepada sultan Khairun yang kemudian disambut dengan itikad baik .","[('Setelah', 'SC'), ('kejatuhan', 'NN'), ('Ambon', 'NNP'), ('ke', 'IN'), ('tangan', 'NN'), ('Ternate', 'NNP'), ('dalam', 'IN'), ('perang', 'NN'), ('Ternate', 'NNP'), ('â\x80\x93', 'NNP'), ('Portugis', 'NNP'), ('yang', 'SC'), ('pertama', 'OD'), (',', 'Z'), ('Portugis', 'NNP'), ('terpaksa', 'VB'), ('memohon', 'VB'), ('damai', 'NN'), ('kepada', 'IN'), ('sultan', 'NN'), ('Khairun', 'NNP'), ('yang', 'SC'), ('kemudian', 'CC'), ('disambut', 'VB'), ('dengan', 'IN'), ('itikad', 'NN'), ('baik', 'JJ'), ('.', 'Z')]","(ROOT (S (NP (NP (SC Setelah) (NN kejatuhan)) (NP (NNP Ambon))) (PP (IN ke) (NP (NN tangan) (NNP Ternate))) (PP (IN dalam) (NP (NN perang))) (NP (NNP Ternate) (NNP â) (NNP Portugis)) (VP (SC yang) (OD pertama) (Z ,) (S (NP (NNP Portugis)) (VP (VB terpaksa) (S (S (VP (VB memohon) (S (NP (NP (NN damai)) (PP (IN kepada) (NP (NN sultan) (NML (NNP Khairun) (NML (SC yang) (CC kemudian)))))) (VP (VB disambut) (PP (IN dengan) (NP (NN itikad))))))) (ADJP (JJ baik)))))) (Z .)))"
120,120, Pada zaman dulu disebut atau cha no yu .,"[('Pada', 'IN'), ('zaman', 'NN'), ('dulu', 'NN'), ('disebut', 'VB'), ('atau', 'CC'), ('cha', 'NN'), ('no', 'NN'), ('yu', 'NN'), ('.', 'Z')]",(ROOT (S (PP (IN Pada) (NP (NN zaman) (NN dulu))) (VP (VB disebut) (NP (CC atau) (NN cha) (NN no) (NN yu))) (Z .)))
